no_of_posts,following,followers,bio_len,picture,link,caption_len,caption_per,non_image,engage_like,engage_comm,location_tag_per,avg_hashtag_count,promotion_key,follower_key,cosine_similarity,post_interval,class
38,362,4200,178,1,0,151,0,0,13.51,1.14,1,1.833,0,0,0.124532,257.272766,r
1,626,862,53,1,0,0,1,0,21.57,0.48,1,0,0,0,0,0,r
36,609,637,16,1,0,44,0.555556,0.111,16.85,0.78,0.889,0.278,0.056,0,0.297316,671.829163,r
97,303,2100,0,1,0,396,0.055556,0.111,14.87,1.19,0.944,1.111,0,0,0.327961,93.410896,r
168,398,1500,174,1,0,279,0,0.111,15.3,0.96,0.944,1.889,0,0,0.236456,214.485565,r
44,575,349,28,1,0,2,0.714286,0.286,24.73,1.3,0.829,0,0,0,0.42521,646.187012,r
69,149,299,152,1,0,779,0,0.167,11.41,1.94,0.611,1.667,0,0.111,0.476021,27.158812,r
33,469,436,30,1,0,45,0.111111,0,19.040001,0.59,0.778,0.056,0,0,0.019553,309.518036,r
5,92,668,0,1,0,21,0.6,0.4,26.52,3.04,1,0,0,0,0.3,1570.152466,r
2,1200,935,192,1,0,126,0,0,22.040001,1.54,1,1,0,0,0.123091,638.741638,r
94,714,2300,83,1,0,31,0.055556,0.111,9.28,0.6,0.944,0.056,0,0,0.010475,499.055359,r
174,678,412,323,1,0,19,0.333333,0,10.73,0.66,0.944,0.5,0,0,0.258203,1034.058716,r
53,342,338,60,1,0,140,0,0.056,18.709999,1.12,0.889,2.333,0,0,0.063235,794.122192,r
80,139,569,0,1,0,78,0.055556,0,20.860001,1.16,0.833,1.389,0,0,0.15045,1547.507813,r
87,683,1400,74,1,0,228,0.055556,0.056,8.28,0.54,1,2,0,0.056,0.030117,1147.956909,r
65,1700,468,150,1,0,61,0,0,14.64,0.64,0.944,0.778,0,0,0.040548,659.076416,r
3,724,719,6,1,0,37,0,0,19.43,0.87,0.667,0.333,0,0,0,723.581177,r
3,391,1000,33,1,0,31,0,0.333,19.1,0.77,1,0,0,0,0.718234,0.045185,r
1,521,448,15,1,0,0,1,0,27.450001,6.33,1,0,0,0,0,0,r
5,422,487,10,1,0,19,0.2,0,32.040001,2.42,1,0,0,0,0,917.891296,r
368,1300,843,90,1,0,282,0,0.278,18.959999,0.79,0.833,0,0,0.056,0.027246,290.36319,r
8,124,162,0,1,0,12,0.25,0.375,14.62,1.11,0.875,0.625,0,0,0.035714,2244.838623,r
1,330,589,15,1,0,13,0,0,32.119999,2.42,1,1,0,0,0,0,r
21,548,287,114,1,0,126,0,0.056,32.73,1.55,0.889,2.444,0,0.056,0.07221,1384.154907,r
9,407,447,12,1,0,48,0,0.222,18.620001,1.37,1,1.778,0.111,0,0.061802,1426.451538,r
6,1500,851,11,1,0,193,0,0,28.33,1.48,0.667,3.167,0,0.167,0.092358,820.23114,r
23,927,493,138,1,0,58,0.111111,0.111,16.030001,0.65,0.833,0.222,0,0.056,0.038083,702.229919,r
7,489,451,13,1,0,53,0,0.286,24.6,0.79,0.857,0.143,0,0,0.006873,2016.234009,r
139,664,968,0,1,0,21,0.5,0.278,10.27,0.52,0.889,0.444,0,0,0.186502,991.049744,r
24,1100,368,89,1,0,117,0,0.333,15.16,0.61,0.889,0.389,0,0,0.025532,429.441803,r
3,58,110,0,1,0,12,0,0,68.389999,0.57,1,0,0,0,0.272166,0.920093,r
32,369,696,103,1,0,34,0.055556,0,12.07,1.01,0.722,0.778,0,0,0.002231,542.439575,r
27,276,167,111,1,0,77,0.166667,0.333,23.07,0.7,1,3.444,0,0,0.100242,538.273315,r
2,386,452,4,0,0,26,0,0,27.33,1.04,1,0.5,0,0,0,520.241089,r
5,243,448,0,1,0,12,0.6,0.2,15.8,4.12,0.8,0,0,0,0.3,1528.205444,r
5,219,374,68,1,0,67,0,0,28.309999,4.57,1,0,0,0,0.079017,796.663208,r
20,580,2500,0,1,0,48,0.055556,0.056,7.13,0.97,1,0.111,0,0,0.011222,1048.351929,r
25,126,124,141,1,0,90,0,0.333,16.67,1.37,0.778,0,0,0.056,0.293452,205.963867,r
149,835,738,0,1,0,127,0,0.278,13.67,1.32,0.944,0.222,0,0.056,0.065357,422.606445,r
60,69,138,0,1,0,102,0.111111,0.278,16.59,0.72,1,2.278,0,0,0.073109,199.579727,r
10,117,1600,124,1,0,164,0,0.1,87.610001,3.85,0.7,8.8,0,0,0.036072,2087.077881,r
13,72,177,340,1,0,46,0.384615,0.077,30.02,10.58,0.692,0,0,0.077,0.141279,3379.61499,r
65,689,906,42,1,0,96,0,0.167,10.76,1.48,0.722,0.556,0,0,0.0257,672.589966,r
41,53,176,156,1,0,343,0,0.222,40.669998,2.2,1,2.889,0,0,0.235379,20.402391,r
20,643,620,32,1,0,119,0,0.167,14.2,1.23,0.667,0.444,0,0,0.027777,991.333069,r
8,140,251,130,1,0,256,0,0.25,21.34,1.07,0.625,3.125,0,0,0.23661,415.912109,r
6,367,425,180,1,0,42,0.166667,0,24.799999,2.59,0.833,0,0,0,0,2264.07959,r
1,389,484,0,1,0,0,1,0,16.200001,1.8,1,0,0,0,0,0,r
57,261,507,13,1,0,40,0.055556,0.111,15.26,0.72,0.889,0.556,0,0,0.01367,115.128578,r
31,608,774,0,1,0,61,0.111111,0.111,15.29,0.87,0.833,0.889,0.056,0.056,0.024793,801.408691,r
28,537,250,45,1,0,74,0.111111,0,23.790001,1.1,1,1.444,0,0.056,0.035078,731.76416,r
1,222,6500,140,1,0,21,0,0,29.280001,1.35,1,0,0,0,0,0,r
3,208,345,0,1,0,59,0,0,11.54,1.12,0.667,1.667,0,0,0,123.055466,r
128,1200,3500,94,1,0,195,0.055556,0.167,12.33,0.67,0.833,1.389,0,0,0.069624,673.882935,r
18,52,113,0,1,0,51,0,0.389,14.42,3.1,1,0.056,0,0,0.001887,1497.178467,r
283,1900,3500,0,1,0,12,0.222222,0.056,7.8,0.89,0.667,0,0,0,0.039216,179.696533,r
52,316,659,34,1,0,53,0,0.389,19.969999,1.23,1,0,0,0.111,0.040581,1268.079834,r
35,250,2200,94,1,0,133,0,0.222,14.98,0.53,0.889,2.722,0,0,0.062381,65.283073,r
1,10,17,0,1,0,0,1,0,130,10,1,0,0,0,0,0,r
159,156,2000,31,1,0,24,0.055556,0.278,15.53,1.35,0.778,1.389,0,0.111,0.050198,532.880676,r
47,692,1600,66,1,0,811,0,0.222,10.79,0.61,0.667,1.056,0,0,0.233515,644.999634,r
418,706,2200,96,1,0,175,0.055556,0.222,15.29,0.94,1,3.5,0,0.056,0.066401,732.656616,r
15,1400,524,21,1,0,24,0.266667,0.133,37.009998,0.58,0.733,0,0,0,0.037437,722.986389,r
184,402,905,99,1,0,232,0.055556,0.333,10.77,1,0.833,0.111,0,0,0.161681,343.930756,r
283,479,660,182,1,0,441,0,0,19.200001,0.72,0.833,1.833,0,0.056,0.686242,317.406067,r
5,31,132,104,1,0,281,0,0.2,112.260002,5.16,1,11.2,0,4.4,0.240177,22.15711,r
99,1200,3500,101,1,0,178,0,0.333,13.14,0.63,0.722,0.611,0.056,0.111,0.031163,1631.762207,r
70,762,775,63,1,0,111,0,0,15.74,0.82,1,1.556,0,0,0.033049,343.566162,r
184,663,618,0,1,0,137,0,0.167,13.61,0.78,0.778,0.833,0,0,0.067521,1007.527954,r
27,119,231,39,1,0,402,0,0.056,32.73,1.59,0.889,1.722,0,0,0.902537,202.573349,r
7,2000,768,35,1,0,135,0.142857,0.286,13.73,4.59,1,0.143,0,0,0.192118,462.394012,r
24,311,524,194,1,0,45,0,0,9.68,0.48,1,3.111,0,0,0.010753,2060.511475,r
10,86,49,137,1,0,203,0,0,15,0.47,0.8,1.3,0,0,0.11973,2184.112793,r
11,343,1500,159,1,0,294,0,0,14.44,1.19,0.636,1.455,0,0,0.57916,1016.460938,r
73,196,428,146,1,0,93,0,0.111,17.379999,2.04,0.833,2.278,0,0.056,0.038136,502.902405,r
3,138,204,0,1,0,234,0,0,19.809999,1.93,0.667,2.667,0,0,0.084814,181.842133,r
801,892,1900,16,1,0,159,0,0.167,10.43,0.5,0.778,0,0,0.111,0.041045,337.572754,r
1,53,177,0,1,0,1859,0,0,101.889999,5.66,1,0,0,0,0,0,r
3,752,511,66,1,0,55,0,0,32.09,6.07,0.667,1,0,0.667,0,1646.083374,r
10,30,29,161,1,0,372,0,0,169,1.33,1,3.4,0,0.2,0.231293,45.710556,r
102,225,558,10,1,0,43,0.111111,0.278,16.25,0.77,0.722,0.333,0,0,0.016966,438.461395,r
24,401,165,32,1,0,38,0.388889,0.167,16.43,1.44,1,0.111,0,0,0.079598,882.848145,r
15,80,244,167,1,0,288,0,0,38.5,2.58,0.667,0.533,0,0,0.354927,289.044647,r
5,8,10,0,1,0,3,0.8,0.2,52.5,5,1,0,0,0,0.6,41.123554,r
104,646,1500,0,1,0,224,0,0.333,12.04,1.5,0.722,1.722,0,0,0.172488,401.745361,r
43,146,502,0,1,0,99,0,0.333,14.65,0.8,0.944,0,0,0.056,0.087815,241.742828,r
162,1100,1600,39,1,0,264,0,0,15.49,0.96,0.944,0.444,0,0.056,0.086447,419.723114,r
247,1700,749,22,1,0,159,0.055556,0.111,8.77,0.91,0.944,0.111,0,0,0.115478,397.019318,r
15,378,2200,0,1,0,148,0.333333,0,16.030001,1.2,0.933,2.2,0,0.533,0.194639,1568.66687,r
5,317,835,62,1,0,31,0.2,0,22.02,5.43,1,0.2,0,0,0,161.321884,r
105,317,217,16,1,0,67,0,0,8.66,0.49,0.944,2.333,0,0,0.007195,371.646515,r
206,966,3700,87,1,0,109,0,0.056,11.7,0.63,1,1.667,0,0,0.027498,664.483704,r
15,494,413,68,1,0,68,0.066667,0.333,17.370001,0.63,0.933,1.067,0,0,0.009563,1911.797607,r
2,180,229,78,1,0,17,0,0,36.939999,1.39,1,0.5,0,0,0,798.91748,r
82,134,258,11,1,0,10,0.611111,0.167,12.77,1.29,0.778,0.111,0,0,0.362367,328.321838,r
34,344,337,6,1,0,42,0,0,15.07,1.29,1,0.556,0,0,0.003608,239.874817,r
104,652,645,48,1,0,53,0.222222,0.167,25.040001,1.94,0.889,0,0,0,0.043767,362.374023,r
95,195,617,154,1,0,250,0,0.111,7.58,0.57,1,0.667,0,0,0.135561,49.257854,r
29,109,79,0,1,0,23,0.277778,0.222,12.69,1.12,0.889,0,0,0,0.06988,747.826233,r
122,803,1600,109,1,0,240,0,0.056,9.42,1.11,0.722,0,0,0,0.069509,734.567627,r
159,989,889,32,1,0,52,0.055556,0.111,11.88,0.89,0.778,0.833,0,0,0.005756,856.072754,r
11,1900,881,26,1,0,63,0.181818,0.273,8.24,0.56,0.727,0.727,0,0.091,0.007423,1279.072998,r
21,599,4300,17,1,0,69,0,0.222,18.73,1.22,1,2.389,0,0.278,0.011452,277.46524,r
147,586,508,91,1,0,88,0,0,15.56,0.78,0.833,1.667,0,0,0.044811,487.902527,r
39,1100,917,13,1,0,115,0,0.056,19.799999,2.33,0.944,1.111,0,0,0.013241,1224.019531,r
85,274,163,127,1,0,60,0.055556,0,10.16,1.34,0.944,0,0,0.167,0.176775,258.645142,r
43,77,62,34,1,0,187,0,0,28.5,0.79,0.833,0.444,0.056,0,0.191934,754.807983,r
111,554,4400,0,1,0,281,0,0.056,23.040001,1.04,1,2.111,0,0,0.280584,1442.428101,r
112,570,497,58,1,0,54,0.166667,0.333,15.91,0.57,0.833,0.389,0,0,0.032436,1138.850464,r
83,450,2300,86,1,0,309,0,0.389,19.4,1.12,1,3.333,0,0.111,0.076353,807.885925,r
161,662,538,58,1,0,171,0.111111,0.222,13.7,0.66,0.667,0.111,0,0,0.063275,644.281006,r
123,978,615,90,1,0,124,0,0.222,21.889999,1.02,1,0.556,0,0,0.224895,335.721832,r
112,150,361,95,1,0,241,0,0.111,19.700001,0.56,1,1.778,0,0,0.029556,920.986572,r
738,1500,544,119,1,0,262,0,0.056,7.12,0.47,0.778,1.611,0,0,0.683175,158.93573,r
9,35,202,0,1,0,12,0.222222,0,9.21,0.95,1,0,0,0,0.050458,0.010864,r
13,261,190,35,1,0,88,0,0.154,19.16,1.27,1,0.615,0,0,0.015095,346.975891,r
6,945,4800,0,0,0,8,0.166667,0,9.58,0.48,0.667,0,0,0,0,1059.674072,r
465,1300,1200,43,1,0,121,0.028571,0.114,13.23,1.03,0.8,0.171,0,0,0.020071,152.356323,r
53,494,1500,117,1,0,63,0,0.056,14.87,0.87,0.667,0.167,0,0,0.050463,1384.584351,r
141,269,661,161,1,0,385,0,0.278,10.35,1.05,1,0.389,0,0,0.051611,398.563354,r
137,771,758,61,1,0,133,0,0.333,14.22,0.55,0.778,3.056,0,0.056,0.060062,362.757721,r
81,211,313,55,1,0,127,0.111111,0.056,9.19,0.84,0.778,0.444,0,0,0.017027,39.086838,r
214,462,470,26,1,0,28,0,0.222,16.370001,0.91,0.833,1.333,0,0,0.004461,1120.915405,r
126,196,418,0,1,0,204,0,0.056,20.75,1.05,0.667,1.556,0,0,0.079417,1325.594116,r
123,373,413,116,1,0,199,0,0.167,11.99,0.61,0.944,1.944,0,0.222,0.10326,138.607239,r
19,189,315,27,1,0,6,0.555556,0.333,9.23,0.68,1,0.556,0,0,0.294118,1205.993164,r
74,1100,838,190,1,0,132,0.111111,0,8.54,0.65,0.889,0.278,0,0,0.02826,547.653137,r
246,538,754,17,1,0,63,0.055556,0.111,10.14,1.2,0.667,0.667,0,0,0.020907,1227.423218,r
378,985,1000,151,1,0,488,0,0.056,14.62,0.61,0.889,0,0,0,0.107762,234.665863,r
205,580,670,113,1,0,98,0,0.278,24.540001,0.59,0.722,0.056,0,0.056,0.012006,746.960266,r
64,100,161,23,1,0,30,0.111111,0.056,15.67,1.11,0.722,0,0,0,0.015027,743.878296,r
50,93,259,24,1,0,85,0,0.167,13.56,0.96,0.889,0.333,0,0,0.003268,122.144073,r
79,338,406,18,1,0,51,0.111111,0.056,9.65,0.67,0.722,1.333,0,0.111,0.023438,978.854248,r
10,326,798,199,1,0,99,0,0.1,18.370001,0.58,0.7,2.9,0,0,0.00478,266.143188,r
194,338,365,69,1,0,98,0,0.167,13.99,0.84,0.722,2.222,0,0.056,0.051389,253.248657,r
42,331,349,21,1,0,40,0,0.333,28.33,3.99,0.778,0,0,0.056,0.017785,250.904221,r
222,952,2500,50,1,0,525,0,0.333,7.03,0.9,0.944,0.667,0,0,0.226415,305.274872,r
4,107,111,0,1,0,62,0,0.25,42.290001,13.55,0.75,0,0,0,0,3425.972168,r
13,1500,1500,46,1,0,100,0,0.167,19.290001,0.62,0.917,3.333,0,0,0.029646,1370.35852,r
96,479,1000,107,1,0,33,0,0.167,10.97,1.03,0.722,0.056,0,0,0.007065,832.328613,r
5,458,3900,143,1,0,89,0,0.2,86.940002,1,1,0,0,0,0,1029.896729,r
10,311,362,33,1,0,77,0.1,0,38.07,0.8,0.8,2.6,0,0.7,0.072393,791.82605,r
17,517,930,82,1,0,78,0.058824,0,10.11,0.59,0.824,0.941,0,0,0.015234,590.694763,r
548,401,234,114,1,0,126,0,0.278,8.89,0.46,0.778,1.222,0,0.056,0.042072,109.957779,r
178,736,713,39,1,0,40,0,0.222,24.67,0.77,0.889,0.5,0,0,0.027533,761.114807,r
1,572,294,113,1,0,34,0,0,10.84,1.92,1,0,0,0,0,0,r
57,650,633,117,1,0,139,0.055556,0.222,7.06,1.53,1,0.389,0,0,0.037027,1180.464722,r
8,421,497,0,1,0,82,0.125,0.25,7.96,1.4,0.75,1,0,0,0.023101,1933.479614,r
522,993,794,73,1,0,63,0,0.111,10.18,0.92,0.667,0.389,0,0,0.02144,182.07457,r
8,199,180,101,1,0,180,0,0,22.610001,1.19,0.875,5,0,0,0.280561,218.243027,r
80,541,1100,4,1,0,211,0,0.056,18.299999,0.74,0.667,0.722,0,0,0.063271,1023.104004,r
3,139,169,0,1,0,4,0.666667,0,21.58,2.4,1,0,0,0,0.333333,3050.195068,r
461,717,69,128,1,0,104,0,0.222,20.639999,1.42,0.944,0.222,0,0,0.057369,26.667702,r
25,311,1600,0,1,0,47,0.111111,0,18.969999,1.29,0.667,0.556,0,0,0.007771,482.836426,r
40,392,382,41,1,0,219,0,0,15.59,0.72,1,2.333,0,0,0.286933,782.582642,r
39,625,659,166,1,0,61,0.166667,0.167,19.110001,1.64,0.778,0.889,0,0,0.035383,1049.503052,r
1,60,350,167,1,0,8,0,0,35,3.33,1,0,0,0,0,0,r
12,110,307,126,1,0,340,0,0,7.58,0.98,0.667,1,0.083,0,0.358008,26.346182,r
22,333,628,105,1,0,50,0.055556,0.056,7.12,0.53,0.667,1.167,0,0,0.018553,709.997986,r
71,1200,632,10,1,0,25,0.611111,0.333,15.23,0.63,0.722,0.333,0,0,0.362425,772.116516,r
251,1100,1200,45,1,0,98,0,0,16.25,1.52,0.944,0,0,0.111,0.027953,326.505951,r
40,588,552,175,1,0,32,0.444444,0.167,12.55,0.56,0.833,0.778,0,0.111,0.184821,660.405273,r
53,603,530,89,1,0,46,0,0.167,33.759998,0.73,0.722,1.389,0,0.056,0.025835,901.424683,r
24,363,775,17,1,0,83,0,0.167,14.55,0.75,0.667,0.722,0,0,0.020313,1532.296753,r
39,532,562,0,1,0,42,0.111111,0.333,17.629999,0.82,0.722,2.167,0,0,0.015966,910.777649,r
76,1000,603,16,1,0,35,0.111111,0,15.91,1.07,0.778,0.111,0,0,0.016798,348.571686,r
208,1200,971,29,1,0,45,0.111111,0,16.719999,0.8,0.722,0.278,0,0,0.01337,622.654907,r
5,320,505,89,1,0,28,0.4,0,26.25,4,1,0.4,0,0,0.125355,6515.139648,r
297,541,424,7,1,0,46,0.277778,0.111,12.64,0.7,0.778,0.944,0,0,0.094304,278.541534,r
78,2400,839,21,1,0,125,0,0,12.52,0.9,0.667,0.778,0,0,0.038299,781.186157,r
86,87,139,12,1,0,15,0.222222,0.333,10.03,1.15,0.722,0,0,0,0.039216,749.400574,r
207,337,212,289,1,0,89,0,0.278,19.139999,0.49,0.833,1.167,0,0,0.079036,391.002594,r
36,294,600,0,1,0,77,0.166667,0.056,25.17,2.38,0.722,0.056,0,0,0.016644,1181.505249,r
53,98,245,164,1,0,407,0,0,37.759998,0.79,0.889,3.444,0,0,0.263644,186.344559,r
154,985,660,14,1,0,27,0.055556,0,19.540001,0.91,0.778,0.056,0,0,0.012286,689.707825,r
11,706,411,131,1,0,144,0,0.091,25.459999,4.61,0.909,0,0,0,0.289375,2463.18335,r
3,881,847,41,1,0,132,0,0,16.76,1.4,0.667,2.333,0,0,0.25084,1760.233032,r
613,918,2400,156,1,0,264,0,0.333,12.98,0.53,1,0.167,0,0.111,0.106403,659.614746,r
190,1400,461,39,1,0,96,0,0.222,14.67,0.74,0.667,0.944,0,0,0.206001,643.842102,r
51,655,1400,105,1,0,10,0.722222,0.056,15.68,1.95,1,0,0,0,0.509804,1157.93042,r
23,1900,1100,29,1,0,94,0.055556,0.333,15.69,1.14,0.944,0.056,0,0,0.148023,1588.003296,r
31,87,415,68,1,0,64,0,0.111,14.81,0.51,0.667,1.167,0,0,0.030555,349.126831,r
4,173,501,21,1,0,22,0,0.25,33.529999,2.89,0.75,0,0,0,0.052705,4414.526856,r
19,572,753,18,1,0,109,0,0,15.47,2.26,0.778,1.222,0,0,0.005042,1362.900757,r
19,64,278,0,1,0,16,0.166667,0.333,35.330002,2.86,0.833,0.556,0,0,0.180996,1417.470947,r
12,1200,1000,42,1,0,20,0.166667,0.167,29.690001,1.49,0.667,0.25,0,0,0.017789,748.113159,r
16,353,554,41,1,0,19,0.375,0.313,8.8,1.31,0.938,0.5,0,0,0.125,1618.806152,r
48,430,109,0,1,0,53,0.055556,0.222,10.58,0.8,0.667,0,0,0,0.019098,482.260284,r
3,137,466,44,1,0,19,0,0,27.49,0.49,1,0,0,0,0,220.717682,r
5,840,971,50,1,0,71,0,0.2,25.57,1.1,1,0.6,0,0,0.032883,1865.730713,r
10,711,1100,105,1,0,146,0,0,13.8,0.66,0.8,0.5,0,0,0.024606,1101.491821,r
26,188,850,57,1,0,29,0.166667,0,26.65,2.33,0.722,0,0,0,0.0229,1724.836426,r
356,860,700,0,1,0,569,0,0.278,15.72,0.74,0.889,1.556,0.111,0.167,0.092085,558.536316,r
101,1100,758,4,1,0,100,0,0.056,11.98,0.58,0.667,0.056,0.056,0.056,0.031029,796.340393,r
52,485,1100,185,1,0,59,0,0.167,12.53,0.73,0.778,1.278,0,0,0.032186,1263.747925,r
30,116,597,108,1,0,193,0,0.056,16.809999,0.53,0.833,1.5,0.111,0,0.286742,106.196236,r
61,181,90,146,1,0,205,0,0,15.07,1.75,1,2.389,0.278,1.111,0.312699,262.358185,r
107,634,930,29,0,0,36,0.111111,0,16.4,0.81,0.889,0.167,0,0,0.027124,400.36795,r
207,1900,1300,54,1,0,90,0,0,10.92,1.06,0.833,0.167,0,0,0.029475,649.52771,r
36,362,513,35,1,0,88,0,0,13.93,0.54,0.722,1.278,0,0,0.050886,1121.363892,r
3,105,123,0,1,0,150,0.333333,0,16.190001,1.27,0.667,4.667,0,0,0.302495,632.838074,r
2,274,273,75,1,0,67,0,0,9.31,1.46,1,2,0,0,0,0.565972,r
3,51,106,0,1,0,89,0,0,40.52,3.27,1,0,0,0,0,10.355833,r
630,1500,7500,9,1,0,161,0.055556,0.333,11,1.16,0.778,2.833,0,0.056,0.033564,372.678741,r
10,480,828,156,1,0,112,0.1,0.1,15.33,1.44,1,0.1,0.2,0,0.018465,456.943665,r
49,149,194,0,1,0,17,0.5,0.222,14.65,0.93,1,0,0,0,0.237473,86.834549,r
20,321,232,78,1,0,193,0,0.278,30.299999,5.68,0.667,1,0,0.056,0.14563,306.772949,r
157,322,1900,0,1,0,29,0,0.056,10.51,1.16,0.667,2.056,0,0,0.011028,366.517487,r
108,166,283,136,1,0,168,0,0.222,20.280001,0.74,0.833,0.389,0.056,0,0.196753,839.258911,r
231,444,730,184,1,0,121,0,0.222,15.84,1.11,1,1.611,0,0,0.102836,500.988281,r
33,79,143,19,1,0,41,0,0,11.11,3.59,1,0,0,0,0.055077,30.280277,r
1,197,1300,0,1,0,234,0,0,22.84,0.51,1,3,0,0,0,0,r
3,111,491,0,1,0,293,0,0,19.219999,2.1,0.667,2,0.333,0,0,880.346191,r
2,544,481,109,1,0,41,0.5,0,12.78,0.83,1,0,0,0,0,88.710281,r
430,1100,609,66,1,0,181,0,0.056,7.39,0.8,0.833,1.5,0,0,0.112501,284.563599,r
39,1300,727,30,1,0,57,0,0.056,73.529999,0.57,0.722,0.5,0,0,0.508878,184.812088,r
33,297,557,76,1,0,26,0.222222,0,14.5,1.16,0.667,0.333,0,0,0.040269,1038.519653,r
14,215,1500,71,1,0,17,0.071429,0.143,13.49,0.63,0.714,0.571,0,0,0.011384,2099.811279,r
22,1200,5700,0,1,0,15,0.055556,0.111,7.05,0.48,0.667,0,0,0,0.011158,934.681519,r
21,290,1300,109,1,0,141,0,0.056,19.58,0.61,0.667,0.444,0,0,0.615881,49.114536,r
12,101,403,133,1,0,304,0,0.333,24.01,1.24,1,0.417,0,0,0.343864,80.249863,r
7,68,57,0,1,0,223,0,0.286,33.400002,1.89,0.714,1.857,0,0,0.171785,161.35762,r
3,280,882,4,1,0,53,0,0,24.76,2.14,1,3.667,0,0,0.210819,365.667145,r
1,318,330,0,1,0,62,0,0,30.5,0.94,1,1,0,0,0,0,r
12,1400,2300,69,1,0,38,0.416667,0.167,14.98,0.57,0.833,0.25,0,0.083,0.163088,1471.314575,r
1,349,407,0,1,0,15,0,0,108.309998,2.58,1,0,0,0,0,0,r
111,285,261,69,1,0,58,0.055556,0.111,16.1,0.57,1,0.889,0,0,0.008579,325.697388,r
81,324,369,60,1,0,223,0,0.167,17.459999,1.03,0.778,3.833,0,0.056,0.061881,975.942139,r
28,278,337,0,1,0,31,0,0,9.37,0.76,0.778,0.611,0,0,0.074812,1966.414795,r
39,810,793,29,1,0,84,0,0.167,16.200001,1.22,1,1.111,0,0,0.013763,1086.613281,r
29,320,444,0,1,0,178,0.055556,0.278,16.75,1.41,0.667,0.333,0,0,0.009088,1988.819214,r
21,548,506,59,1,0,61,0.055556,0.056,17.120001,0.93,0.667,0.667,0,0,0.00678,1621.439209,r
1,29,37,147,1,0,870,0,0,86.209999,27.59,1,12,0,0,0,0,r
29,235,589,15,1,0,86,0,0.278,12.27,0.47,0.944,2.389,0,0,0.019995,360.651733,r
74,644,548,60,1,0,59,0,0.056,20.66,1.66,0.722,1.333,0,0,0.009325,1142.799072,r
69,115,71,144,1,0,423,0,0.333,26.959999,1.55,1,1.333,0,0.222,0.223141,238.564896,r
10,267,352,0,1,0,62,0,0.1,11.69,0.64,0.9,0,0,0,0.024764,525.979309,r
9,1300,4000,21,1,0,51,0.222222,0,13.74,1.01,1,0.222,0,0,0.029415,407.698822,r
49,198,895,155,1,0,171,0,0.167,16.190001,1.04,0.833,3.722,0,0,0.049488,466.73819,r
8,168,210,133,1,0,145,0,0.125,11.38,0.89,0.75,1.625,0,0.125,0.10917,432.545258,r
127,464,492,45,1,0,61,0.111111,0.167,10.82,0.47,0.667,2.556,0,0,0.043418,1240.270386,r
7,412,3100,72,1,0,76,0,0.143,14.88,0.87,0.857,3.429,0,0,0.028251,1140.25061,r
54,58,2300,109,1,0,275,0,0,66.860001,3.64,0.944,2.056,0,0,0.45361,607.887268,r
35,761,767,31,1,0,78,0.222222,0,9.21,0.73,0.722,0.111,0,0,0.046728,1351.416504,r
4,145,203,0,1,0,14,0,0,21.379999,2.59,0.75,0,0,0,0,2414.041748,r
3,66,180,131,1,0,226,0,0,43.939999,1.52,0.667,0.333,0,0,0.252407,36.816387,r
168,397,212,153,1,0,517,0,0.111,11.75,0.84,0.889,2.444,0,0,0.36095,51.663116,r
50,331,1900,192,1,0,92,0,0.389,11.5,0.54,0.944,1.722,0,0,0.224383,203.962494,r
33,375,695,56,1,0,57,0.055556,0.333,25.02,1.85,0.778,0.722,0,0.389,0.012282,344.890594,r
84,583,602,78,1,0,55,0,0.333,21.18,0.96,0.944,0.611,0,0,0.018881,635.179016,r
404,121,463,25,1,0,244,0,0,10.84,1.29,0.889,0.5,0,0,0.052633,34.702347,r
36,543,836,14,1,0,47,0,0.278,20.42,0.49,0.833,1.833,0,0,0.004022,1210.550171,r
224,341,612,104,1,0,378,0,0.222,9.3,0.91,0.944,1.889,0,0,0.101735,90.734444,r
63,1400,550,43,1,0,38,0,0.111,10.36,1.02,0.944,0.111,0,0,0.027784,429.466309,r
46,853,2100,66,1,0,217,0,0.167,12.13,0.66,0.667,0.5,0,0,0.070392,553.152344,r
11,41,166,91,1,0,122,0,0,12.42,1.11,0.909,0.818,0,0,0.278485,3.685732,r
11,214,169,41,1,0,34,0.181818,0.364,29.82,0.76,0.818,0.182,0,0,0.053542,2455.16626,r
231,1500,3100,24,1,0,104,0,0.222,10.14,0.6,0.944,0.389,0,0,0.013015,600.195679,r
160,723,1200,147,1,0,357,0,0,10.19,0.51,1,1.278,0,0,0.874607,86.481865,r
39,160,553,145,1,0,262,0.055556,0,9.1,0.69,0.944,1.389,0.222,0,0.888889,13.060154,r
3,569,620,0,1,0,31,0,0,12.65,1.11,1,0,0,0,0,2007.800903,r
292,571,414,48,1,0,56,0,0.333,11.89,0.55,0.833,0.056,0,0.056,0.01838,476.675232,r
38,304,1300,0,1,0,38,0.055556,0,17.93,2.94,0.944,1.778,0,0,0,1492.146973,r
3,431,272,186,1,0,74,0,0,12.37,1.93,0.667,1,0,0,0,2169.580811,r
60,1300,1400,64,1,0,349,0,0.056,35.799999,0.68,0.833,1.056,0,0,0.771774,275.978394,r
15,355,412,31,1,0,240,0.066667,0.333,25.950001,1.67,0.733,0,0,0,0.059734,513.115173,r
6,596,927,0,1,0,6,0.666667,0.167,15.32,1.93,0.833,0,0,0,0.4,3975.951172,r
